index,date of death,name,age,bio,cause of death,Unnamed: 5,Unnamed: 6
5752,2016-11-15,Bob Addis,91,American baseball player (Chicago Cubs, Boston Braves),,
5753,2016-11-15,Jules Eskin,85,American cellist (Boston Symphony Orchestra), cancer,,
5754,2016-11-15,Bobby Campbell,60,Northern Irish footballer (Bradford City), suicide by hanging,,
5755,2016-11-15,Daniel Leab,80,German-born American historian.,,,
5756,2016-11-15,Ishwar Dass Dhiman,82,Indian politician.,,,
5757,2016-11-15,Chester E. Norris,88,"American diplomat, Ambassador to Equatorial Guinea (1988–1992)",,,
5758,2016-11-15,Mukesh Rawal,65,Indian actor (Ramayan).,,,
5759,2016-11-15,Ken Grieve,74,"British television director (The Bill, Peak Practice, Doctor Who).",,,
5760,2016-11-15,Clift Tsuji,75,"American politician, member of the Hawaii House of Representatives (since 2005)",,,
5761,2016-11-15,Ray Brady,79,Irish footballer (Millwall).,,,
5762,2016-11-15,Paul Rosche,82,German engineer (BMW).,,,
5763,2016-11-15,Roderick Leon Bieleski,85,New Zealand plant physiologist.,,,
5764,2016-11-15,Mose Allison,89,"American jazz pianist, singer and songwriter (""Young Man Blues"")",,,
5765,2016-11-15,Milt Okun,92,American singer and music producer.,,,
5766,2016-11-15,Cliff Barrows,93,American music director (Billy Graham Evangelistic Association).,,,
5767,2016-11-15,Sixto Durán Ballén,95,"Ecuadorian politician, President (1992–1996)",,,
5768,2016-11-15,Nana Afia Kobi Serwaa Ampem II,109,"Ghanaian royal, Queen mother of the Ashanti Empire",,,
5769,2016-11-16,Daniel Prodan,44,"Romanian footballer (Steaua Bucharest, Atlético Madrid, national team)", heart attack,,
5770,2016-11-16,Melvin Laird,94,"American politician and writer, Secretary of Defense (1969–1973), U.S. Representative from Wisconsin's 7th congressional district (1953–1969)", respiratory failure,,
5771,2016-11-16,Mentor Williams,70,"American songwriter and producer (""Drift Away"", ""When We Make Love"")",lung cancer,,
5772,2016-11-16,Alex Stewart,52,Jamaican boxer.,,,
5773,2016-11-16,Hans-Günter Neues,66,"German football player (Fortuna Köln,  1FC Kaiserslautern) and coach.",,,
5774,2016-11-16,Juan Amorós,80,Spanish cinematographer.,,,
5775,2016-11-16,Larry Tucker,81,"American politician, member of the West Virginia House of Delegates (1970–1982) and Senate (1983–1989)",,,
5776,2016-11-16,Len Allchurch,83,"Welsh footballer (Swansea City, Sheffield United, national team).",,,
5777,2016-11-16,Joan Carroll,85,American child actress (Meet Me in St. Louis).,,,
5778,2016-11-16,Enno Penno,86,Estonian politician.,,,
5779,2016-11-16,Teresita Castillo,89,Filipino nun.,,,
5780,2016-11-16,Jean Wishart,96,"New Zealand journalist, editor of New Zealand Woman's Weekly (1952–1985)",,,
5781,2016-11-16,Dwayne Andreas,98,American businessman.,,,
5782,2016-11-16,Jay Wright Forrester,98,American computer engineer and systems scientist.,,,
5783,2016-11-17,John Ningark,72,"Canadian politician, member of the Legislative Assembly of the Northwest Territories (1989–1999) and Nunavut (2009–2013)", cancer,,
5784,2016-11-17,Steve Truglia,54,"British stuntman (The Wolfman, Mission: Impossible – Rogue Nation, Hollyoaks)", fall,,
5785,2016-11-17,Don Waller,65,American music journalist and singer, lung cancer,,
5786,2016-11-17,Gérard Weber,67,French politician.,,,
5787,2016-11-17,Louis Pinton,68,French politician.,,,
5788,2016-11-17,Harry W. Shipps,90,American Episcopal prelate,,,
5789,2016-11-17,Saki Kaskas,45,"Greek video game music composer (Need for Speed, Sleeping Dogs, Mass Effect 2).",,,
5790,2016-11-17,Zenon Czechowski,69,Polish Olympic cyclist (1968).,,,
5791,2016-11-17,Khairulla Murtazin,75,Russian mathematician.,,,
5792,2016-11-17,Whitney Smith,76,"American vexillologist, designer of the flag of Guyana, co-designer of the flag of Bonaire.",,,
5793,2016-11-17,Marzieh Hadidchi,77,"Iranian Revolutionary Guard commander and politician, MP (1984–2000)",,,
5794,2016-11-17,Joseph Khoury,80,Lebanese-born Canadian Roman Catholic hierarch,,,
5795,2016-11-17,Virgilio Godoy,82,"Nicaraguan politician, Vice President (1990–1995)",,,
5796,2016-11-17,Fidel Negrete,84,"Mexican Olympic long-distance runner (1964), Pan American gold medalist (1963)",,,
5797,2016-11-17,Venancio Shinki,84,Peruvian painter.,,,
5798,2016-11-17,Srinivas Kumar Sinha,90,"Indian army general and politician, Governor of Assam (1997–2003), Arunachal Pradesh (1999) and Jammu and Kashmir (2003–2008).",,,
5799,2016-11-17,Mitch Owens,95,"Canadian politician, Mayor of Ottawa–Carleton (1984–1985)",,,
5800,2016-11-17,Ruth Gruber,105,American journalist (New York Herald Tribune).,,,
5801,2016-11-18,Armando Tobar,78,"Chilean footballer (national team, Club Deportivo Universidad Católica)", Alzheimer's disease,,
5802,2016-11-18,Kervin Piñerua,25,Venezuelan volleyball player (national team), heart attack,,
5803,2016-11-18,Yevgeni Lazarev,79,"Russian-American actor (Iron Man 2, The Sum of All Fears, Call of Duty 4: Modern Warfare)", heart failure,,
5804,2016-11-18,Haji Muhammad Adeel,72,Pakistani politician, kidney failure,,
5805,2016-11-18,Sharon Jones,60,American singer (Sharon Jones & The Dap-Kings), pancreatic cancer,,
5806,2016-11-18,Hugh McDonald,62,Australian musician (Redgum), prostate cancer,,
5807,2016-11-18,Robert Wayne Mitchell,80,Canadian politician.,,,
5808,2016-11-18,Valentin Kornev,75,"Russian sport shooter, Olympic silver medalist (1968)",,,
5809,2016-11-18,Liu Sung-pan,84,"Taiwanese politician, member (1973–2004) and President (1992–1999) of the Legislative Yuan",,,
5810,2016-11-18,Francesco Parisi,86,"Italian politician, member of the Senate (1987–1994) and Parliament (1994–1996)",,,
5811,2016-11-18,Théophane Matthew Thannickunnel,88,Indian Roman Catholic prelate,,,
5812,2016-11-18,Ed Francis,90,American professional wrestler and promoter.,,,
5813,2016-11-18,Jerzy Cynk,91,Polish-British aviation historian.,,,
5814,2016-11-18,Denton Cooley,96,American heart surgeon.,,,
5815,2016-11-19,Monk Bonasorte,59,American football player (Florida State Seminoles), brain cancer,,
5816,2016-11-19,Ida Levin,53,American violinist, leukemia,,
5817,2016-11-19,Sutan Bhatoegana,59,Indonesian politician, liver cancer,,
5818,2016-11-19,Donald Farley,46,Canadian cross-country skier, suspected heart attack,,
5819,2016-11-19,Józef Mayer,77,Polish chemist.,,,
5820,2016-11-19,Hans Witsenhausen,86,German mathematician.,,,
5821,2016-11-19,Christian Salaba,45,"Austrian footballer (Rapid Wien, Vienna)",,,
5822,2016-11-19,Jacques Henry,74,French rally driver.,,,
5823,2016-11-19,Jan Huberts,79,Dutch motorcycle road racer.,,,
5824,2016-11-19,Erwin Hecht,83,German-born South African Roman Catholic prelate,,,
5825,2016-11-19,You Xiaozeng,83,Chinese inorganic chemist and academician (Chinese Academy of Sciences).,,,
5826,2016-11-19,John C. Carpenter,86,"American politician, member of the Nevada Assembly (1986–2010)",,,
5827,2016-11-19,Paul Sylbert,88,"American production designer (Heaven Can Wait, The Prince of Tides, One Flew Over the Cuckoo's Nest), Oscar winner (1979).",,,
5828,2016-11-19,Gino Gavioli,93,Italian comics artist and animator.,,,
5829,2016-11-19,Irving A. Fradkin,95,"American philanthropist, founder of Scholarship America",,,
5830,2016-11-19,Aiace Parolin,96,"Italian cinematographer (Seduced and Abandoned, Keoma, The Birds, the Bees and the Italians).",,,
5831,2016-11-19,David Turner-Samuels,98,British barrister.,,,
5832,2016-11-20,Hod O'Brien,80,American jazz pianist, cancer,,
5833,2016-11-20,Likhit Dhiravegin,75,Thai political scientist and politician, cancer,,
5834,2016-11-20,Gabriel Badilla,32,"Costa Rican footballer (Saprissa, New England Revolution)", heart failure,,
5835,2016-11-20,Konstantinos Stephanopoulos,90,"Greek politician, President (1995–2005)", pneumonia,,
5836,2016-11-20,Housseyn Fardjallah,23,Algerian weightlifter, traffic collision,,
5837,2016-11-20,Diógenes da Silva Matthes,83,Brazilian Roman Catholic prelate,,,
5838,2016-11-20,Janellen Huttenlocher,84,American psychologist.,,,
5839,2016-11-20,Ivan Živković,69,"Serbian diplomat, ambassador to Kenya",,,
5840,2016-11-20,Craig Gill,44,British rock drummer (Inspiral Carpets).,,,
5841,2016-11-20,Wimal Kumara de Costa,68,Sri Lankan film actor (Bambaru Awith).,,,
5842,2016-11-20,Tim Heald,72,British author and journalist.,,,
5843,2016-11-20,Mita Mohi,78,"New Zealand rugby league player (Canterbury, national team), traditional Māori weaponry expert.",,,
5844,2016-11-20,Gene Guarilia,78,American basketball player (Boston Celtics).,,,
5845,2016-11-20,William Trevor,88,"Irish writer (Love and Summer, Two Lives, The Children of Dynmouth).",,,
5846,2016-11-20,Maria Glazovskaya,104,Russian scientist and agrochemist.,,,
5847,2016-11-21,Hassan Sadpara,53,Pakistani mountaineer, cancer,,
5848,2016-11-21,Masatoshi Kurata,77,Japanese politician, cancer,,
5849,2016-11-21,Jan Sonnergaard,53,Danish writer, heart attack,,
5850,2016-11-21,Jean-Claude Risset,78,French composer.,,,
5851,2016-11-21,René Vignal,90,French footballer.,,,
5852,2016-11-21,Matthias Mauritz,92,"German Olympic football player (1952, 1956)",,,
5853,2016-11-21,Maximilian Ziegelbauer,93,"German Roman Catholic prelate, Auxiliary Bishop of Augsburg (1983–1998)",,,
5854,2016-11-21,Blakdyak,46,Filipino reggae artist and comedian.,,,
5855,2016-11-21,Vladimir Semyonov,78,"Russian Olympic water polo player (1960, 1964,1968).",,,
5856,2016-11-21,John Nuraney,79,"Kenyan-born Canadian politician, MLA of British Columbia (2001–2009)",,,
5857,2016-11-21,Yehia El-Gamal,86,"Egyptian politician, Deputy Prime Minister (2011)",,,
5858,2016-11-21,Edward L. Kimball,86,American legal scholar and biographer.,,,
5859,2016-11-21,Rose Evansky,94,British hairdresser.,,,
5860,2016-11-22,Moeenuddin Ahmad Qureshi,86,"Pakistani politician, Acting Prime Minister (1993)", lung infection,,
5861,2016-11-22,Dorian Boose,42,"American football player (New York Jets, Washington Redskins, Edmonton Eskimos).",suicide,,
5862,2016-11-22,Mathew Vattackuzhy,86,Indian Syro-Malabar Catholic hierarch,,,
5863,2016-11-22,Viveki Rai,92,Indian author.,,,
5864,2016-11-22,Red Marauder,26,"Irish racehorse, winner of the 2001 Grand National",,,
5865,2016-11-22,Mike Burgoyne,65,"New Zealand rugby union player (North Auckland, national team)",,,
5866,2016-11-22,Peter Sumner,74,"Australian actor (Ned Kelly, Star Wars, Heartbreak High).",,,
5867,2016-11-22,Servaas Huys,76,"Dutch politician, member of the House of Representatives (1986–1998)",,,
5868,2016-11-22,Tayssir Akla,77,Syrian composer and conductor.,,,
5869,2016-11-22,Chen Yingzhen,79,Taiwanese writer.,,,
5870,2016-11-22,Judith Roberts,82,American Olympic swimmer (1952).,,,
5871,2016-11-22,Rosa Anna Magno Garavoglia,83,Italian executive.,,,
5872,2016-11-22,Donald Barker,86,Canadian football official (Canadian Football League).,,,
5873,2016-11-22,M. Balamuralikrishna,86,Indian Carnatic musician and composer.,,,
5874,2016-11-22,M. G. K. Menon,88,Indian physicist.,,,
5875,2016-11-22,Ram Naresh Yadav,90,"Indian politician, Chief Minister of Uttar Pradesh (1977–1979), Governor of Chhattisgarh (2014) and Madhya Pradesh (2014–2016).",,,
5876,2016-11-22,John C. O'Riordan,92,Irish-born Sierra Leonean Roman Catholic prelate,,,
5877,2016-11-22,Bill Dimock,93,Canadian ice hockey player (Sudbury Wolves).,,,
5878,2016-11-22,Carlos Fayt,98,Argentine lawyer and politician.,,,
5879,2016-11-23,Karin Johannisson,72,Swedish idea historian, cancer,,
5880,2016-11-23,Stan Huntsman,84,American Olympic track and field coach, complications from a stroke,,
5881,2016-11-23,Andrew Sachs,86,"German-born British actor (Fawlty Towers, Coronation Street, Hitler: The Last Ten Days)", dementia,,
5882,2016-11-23,Rita Barberá,68,"Spanish politician, Mayor of Valencia (1991–2015)", heart attack,,
5883,2016-11-23,K. Subash,57,Indian director and screenwriter, kidney failure,,
5884,2016-11-23,Ryu Mi-yong,95,"North Korean politician, chairwoman of the Chondoist Chongu Party", lung cancer,,
5885,2016-11-23,John Ebersole,72,"American educator, President of Excelsior College (2006–2016)", myelodysplastic syndrome,,
5886,2016-11-23,Renato López,33,Mexican actor and television host, shot,,
5887,2016-11-23,Sagardeep Kaur,35,"Indian athlete, Asian champion (2002)", traffic collision,,
5888,2016-11-23,Rocky Malebane-Metsing,67,South African politician.,,,
5889,2016-11-23,Brainbug,57,Italian trance music producer and musician.,,,
5890,2016-11-23,Joe Esposito,78,"American author and publisher, road manager for Elvis Presley",,,
5891,2016-11-23,Guy Rousseau,81,Canadian ice hockey player (Montreal Canadiens).,,,
5892,2016-11-23,Joe Lennon,81,Irish Gaelic footballer (Down).,,,
5893,2016-11-23,Richard Dougherty,84,"Canadian-born American ice hockey player, Olympic silver medalist (1956)",,,
5894,2016-11-23,Abdul-Karim Mousavi Ardebili,90,"Iranian cleric and jurist, Chief Justice of Iran (1981–1989)",,,
5895,2016-11-23,Ralph Branca,90,"American baseball player (Brooklyn Dodgers, Detroit Tigers)",,,
5896,2016-11-23,Jerry Tucker,91,American child actor (Our Gang).,,,
5897,2016-11-23,Peggy Kirk Bell,95,American professional golfer (LPGA).,,,
5898,2016-11-23,Fred Stobaugh,99,American songwriter.,,,
5899,2016-11-24,Larry W. Fullerton,65,American inventor, brain cancer,,
5900,2016-11-24,Paul Futcher,60,"English footballer (Manchester City, Barnsley, Grimsby Town)", cancer,,
5901,2016-11-24,Florence Henderson,82,American actress (The Brady Bunch) and singer, heart failure,,
5902,2016-11-24,Bob Chase,90,"American broadcaster (WOWO, Fort Wayne Komets)", heart failure,,
5903,2016-11-24,Shirley Bunnie Foy,80,American jazz musician.,,,
5904,2016-11-24,Nadine Alari,89,French actress.,,,
5905,2016-11-24,Dave Ferriss,94,American baseball player (Boston Red Sox).,,,
5906,2016-11-24,Charles M. Stein,96,American statistician.,,,
5907,2016-11-24,Colonel Abrams,67,"American musician (""Trapped"").",,,
5908,2016-11-24,"Royal U. Grote, Jr",70,American prelate,,,
5909,2016-11-24,Michael Abbensetts,78,Guyanese-born British playwright.,,,
5910,2016-11-24,Pauline Oliveros,84,American composer and accordionist.,,,
5911,2016-11-24,Norm Swanson,86,American basketball player (Rochester Royals).,,,
5912,2016-11-24,Tormod Petter Svennevig,87,Norwegian diplomat and politician.,,,
5913,2016-11-24,Al Brodax,90,American film and television producer (Yellow Submarine).,,,
5914,2016-11-24,Prabhjot Kaur,92,Indian author and poet.,,,
5915,2016-11-24,Marcos Ana,96,"Spanish communist activist, poet and veteran of the Spanish Civil War",,,
5916,2016-11-24,Luis Miquilena,97,"Venezuelan politician, Minister of Interior and Justice (2001–2002)",,,
5917,2016-11-24,William Mandel,99,"American broadcast journalist, political activist and author",,,
5918,2016-11-25,Burton J. Lee III,86,"American doctor, White House physician under President George H W Bush", bladder cancer,,
5919,2016-11-25,"Thomas Taylor, Baron Taylor of Blackburn",87,British politician, injuries sustained in traffic collision,,
5920,2016-11-25,Ron Glass,71,"American actor (Barney Miller, Firefly, Lakeview Terrace)", respiratory failure,,
5921,2016-11-25,David Hamilton,83,British photographer.,,,
5922,2016-11-25,Trevor Goddard,85,South African cricketer.,,,
5923,2016-11-25,Zdzisław Konieczny,86,Polish historian.,,,
5924,2016-11-25,Bernardo Álvarez Herrera,60,"Venezuelan diplomat, Ambassador to the United States (2003–2010)",,,
5925,2016-11-25,Dwan Hurt,53,American basketball coach (Serra Cavaliers).,,,
5926,2016-11-25,Jim Gillespie,69,Scottish footballer (Dunfermline Athletic).,,,
5927,2016-11-25,Alexander Yossifov,76,Bulgarian composer.,,,
5928,2016-11-25,Jake Krull,77,"American politician, member of the South Dakota Senate (1973–1983)",,,
5929,2016-11-25,Bill Skelton,85,New Zealand jockey.,,,
5930,2016-11-25,Ivan Mikoyan,89,Russian aircraft designer (Mikoyan MiG-29).,,,
5931,2016-11-25,Fidel Castro,90,"Cuban politician, Prime Minister (1959–1976), President (1976–2008).",,,
5932,2016-11-25,Margaret Rhodes,91,"British writer, cousin of Elizabeth II",,,
5933,2016-11-25,Erich Bloch,91,"German-born American electrical engineer, director of the National Science Foundation (1984–1990)",,,
5934,2016-11-25,Richard Dean Rogers,94,"American district court judge, U S District Court for the District of Kansas (since 1975)",,,
5935,2016-11-26,Alv Gjestvang,79,"Norwegian speed skater, Olympic silver medalist (1964)", cancer,,
5936,2016-11-26,Yuri Yeliseyev,20,Russian chess grandmaster, fall,,
5937,2016-11-26,Debra Saunders-White,59,"American educator, Chancellor of North Carolina Central University (since 2013)", kidney cancer,,
5938,2016-11-26,Fritz Weaver,90,"American actor (Fail Safe, Holocaust, The Thomas Crown Affair)", Tony winner (1970),,
5939,2016-11-26,Velko Valkanov,88,Bulgarian politician.,,,
5940,2016-11-26,Peter Hintze,66,"German politician, General Secretary of the CDU (1992–1998), Vice-President of the Bundestag (2013–2016).",,,
5941,2016-11-26,Harry Flournoy,72,American basketball player (UTEP).,,,
5942,2016-11-26,David Provan,75,Scottish footballer (Rangers).,,,
5943,2016-11-26,Ida Blom,85,Norwegian historian.,,,
5944,2016-11-26,Peter Hans Kolvenbach,87,"Dutch religious leader, Superior General of the Society of Jesus (1983–2008)",,,
5945,2016-11-26,Miriam Eshkol,87,Israeli education administrator.,,,
5946,2016-11-26,Russell Oberlin,88,American countertenor.,,,
5947,2016-11-26,James E. McClellan,90,"American politician, member of the Maryland House of Delegates (1978–1994)",,,
5948,2016-11-26,Nils-Börje Stormbom,91,Finnish author.,,,
5949,2016-11-26,Bill Endicott,98,American baseball player (St. Louis Cardinals).,,,
